2874062,0.000000,-0.854492,0.183105
2874165,0.000000,-0.915527,0.183105
2874270,0.000000,-0.915527,0.183105
2874375,0.000000,-0.915527,0.183105
2874478,0.000000,-0.854492,0.183105
2874582,0.061035,-0.915527,0.183105
2874686,0.000000,-0.854492,0.183105
2874791,0.000000,-0.915527,0.183105
2874896,0.000000,-0.915527,0.122070
2874999,0.000000,-0.854492,0.183105
2875103,0.000000,-0.854492,0.183105
2875207,0.000000,-0.915527,0.183105
2875311,0.000000,-0.915527,0.183105
2875414,0.000000,-0.915527,0.183105
2875517,-0.061035,-0.915527,0.183105
2875621,0.061035,-0.915527,0.183105
2875726,0.061035,-0.854492,0.183105
2875830,0.000000,-0.915527,0.183105
2875934,0.061035,-0.915527,0.183105
2876038,0.000000,-0.915527,0.183105
2876143,0.061035,-0.915527,0.183105
2876247,0.000000,-0.854492,0.183105
2876350,0.000000,-0.915527,0.183105
2876454,0.000000,-0.915527,0.183105
2876559,0.000000,-0.915527,0.183105
2876662,0.000000,-0.915527,0.183105
2876766,0.000000,-0.915527,0.183105
2876869,0.000000,-0.915527,0.183105
2876972,0.000000,-0.915527,0.183105
2877077,0.000000,-0.854492,0.183105
2877181,0.000000,-0.915527,0.183105
2877287,0.000000,-0.915527,0.183105
2877391,0.000000,-0.915527,0.183105
2877496,0.000000,-0.976562,0.183105
2877599,0.000000,-0.915527,0.183105
2877703,0.000000,-0.915527,0.183105
